gene	n_hits
HJV	8
HK1	113
HK2	600
HK3	60
HKDC1	8
HLA-A	600
HLA-B	243
HLA-C	90
HLA-DMA	5
HLA-DMB	7
HLA-DOA	6
HLA-DOB	5
HLA-DPA1	16
HLA-DPB1	39
HLA-DQA1	54
HLA-DQA2	0
HLA-DQB1	91
HLA-DQB2	2
HLA-DRA	27
HLA-DRB1	225
HLA-DRB5	7
HLA-E	108
HLA-F	34
HLA-G	335
HLCS	18
HLF	147
HLTF	63
HLX	3
HM13	3
HMBOX1	12
HMBS	25
HMCES	2
HMCN1	8
HMCN2	0
HMG20A	3
HMG20B	4
HMGA1	252
HMGA2	480
HMGB1	600
HMGB2	57
HMGB3	53
HMGB4	4
HMGCL	5
HMGCLL1	2
HMGCR	150
HMGCS1	27
HMGCS2	37
HMGN1	24
HMGN2	19
HMGN3	2
HMGN4	3
HMGN5	22
HMGXB3	1
HMGXB4	0
HMHB1	0
HMMR	93
HMOX1	150
HMOX2	5
HMSD	1
HMX1	0
HMX2	5
HMX3	2
HNF1A	106
HNF1B	85
HNF4A	82
HNF4G	16
HNMT	8
HNRNPA0	11
HNRNPA1	91
HNRNPA1L2	0
HNRNPA2B1	66
HNRNPA3	5
HNRNPAB	6
HNRNPC	56
HNRNPCL1	2
HNRNPCL2	3
HNRNPCL3	1
HNRNPCL4	1
HNRNPD	8
HNRNPDL	1
HNRNPF	9
HNRNPH1	19
HNRNPH2	3
HNRNPH3	3
HNRNPK	59
HNRNPL	33
HNRNPLL	4
HNRNPM	13
HNRNPR	4
HNRNPU	12
HNRNPUL1	2
HNRNPUL2	2
HOATZ	0
HOGA1	0
HOMER1	7
HOMER2	4
HOMER3	6
HOMEZ	0
HOOK1	11
HOOK2	7
HOOK3	6
HOPX	27
HORMAD1	16
HORMAD2	6
HOXA1	90
HOXA2	15
HOXA3	22
HOXA4	27
HOXA5	102
HOXA6	13
HOXA7	40
HOXA9	201
HOXA10	107
HOXA11	92
HOXA13	56
HOXB1	9
HOXB2	26
HOXB3	24
HOXB4	29
HOXB5	25
HOXB6	16
HOXB7	86
HOXB8	27
HOXB9	56
HOXB13	244
HOXC4	13
HOXC5	12
HOXC6	67
HOXC8	42
HOXC9	23
HOXC10	33
HOXC11	18
HOXC12	5
HOXC13	23
HOXD1	18
HOXD3	40
HOXD4	7
HOXD8	16
HOXD9	26
HOXD10	82
HOXD11	11
HOXD12	5
HOXD13	25
HP	600
HP1BP3	7
HPCA	23
HPCAL1	8
HPCAL4	4
HPD	350
HPDL	5
HPF1	4
HPGD	52
HPGDS	9
HPN	184
HPR	354
HPRT1	63
HPS1	0
HPS3	0
HPS4	0
HPS5	1
HPS6	1
HPSE	96
HPSE2	9
HPX	20
HR	600
HRAS	600
HRC	35
HRCT1	1
HRG	279
HRH1	10
HRH2	10
HRH3	6
HRH4	8
HRK	37
HRNR	2
HROB	0
HRURF	0
HS1BP3	1
HS2ST1	5
HS3ST1	5
HS3ST2	33
HS3ST3A1	1
HS3ST3B1	3
HS3ST4	2
HS3ST5	1
HS3ST6	0
HS6ST1	4
HS6ST2	8
HS6ST3	3
HSBP1	6
HSBP1L1	1
HSCB	1
HSD3B1	67
HSD3B2	41
HSD3B7	0
HSD11B1	16
HSD11B1L	0
HSD11B2	10
HSD17B1	70
HSD17B2	42
HSD17B3	20
HSD17B4	34
HSD17B6	9
HSD17B7	8
HSD17B8	2
HSD17B10	3
HSD17B11	3
HSD17B12	10
HSD17B13	8
HSD17B14	5
HSDL1	3
HSDL2	12
HSF1	370
HSF2	19
HSF2BP	2
HSF4	7
HSF5	3
HSFX1	1
HSFX2	0
HSFX3	0
HSFX4	0
HSFY1	0
HSFY2	1
HSH2D	1
HSP90AA1	89
HSP90AB1	47
HSP90B1	38
HSPA1A	84
HSPA1B	32
HSPA1L	16
HSPA2	29
HSPA4	33
HSPA4L	4
HSPA5	96
HSPA6	37
HSPA8	49
HSPA9	39
HSPA12A	7
HSPA12B	5
HSPA13	6
HSPA14	7
HSPB1	127
HSPB2	8
HSPB3	4
HSPB6	12
HSPB7	5
HSPB8	33
HSPB9	2
HSPB11	4
HSPBAP1	4
HSPBP1	8
HSPD1	47
HSPE1	8
HSPG2	39
HSPH1	12
HTATIP2	9
HTATSF1	1
HTD2	0
HTN1	0
HTN3	1
HTR1A	7
HTR1B	15
HTR1D	4
HTR1E	2
HTR1F	3
HTR2A	24
HTR2B	19
HTR2C	8
HTR3A	12
HTR3B	9
HTR3C	7
HTR3D	2
HTR3E	8
HTR4	10
HTR5A	2
HTR6	3
HTR7	4
HTRA1	74
HTRA2	98
HTRA3	40
HTRA4	5
HTT	51
HUNK	14
HUS1	38
HUS1B	1
HUWE1	52
HVCN1	4
HYAL1	61
HYAL2	52
HYAL3	10
HYAL4	1
HYDIN	5
HYI	1
HYKK	1
HYLS1	0
HYOU1	15
HYPK	0
IAH1	0
IAPP	19
IARS1	0
IARS2	6
IBA57	0
IBSP	14
IBTK	3
ICA1	2
ICA1L	0
ICAM1	182
ICAM2	14
ICAM3	13
ICAM4	6
ICAM5	9
ICE1	3
ICE2	1
ICMT	53
ICOS	231
ICOSLG	7
ID1	337
ID2	162
ID3	122
ID4	121
IDE	140
IDH1	600
IDH2	341
IDH3A	5
IDH3B	3
IDH3G	1
IDI1	7
IDI2	0
IDNK	0
IDO1	497
IDO2	62
IDS	379
IDUA	8
IER2	7
IER3	34
IER3IP1	0
IER5	13
IER5L	1
IFFO1	6
IFFO2	1
IFI6	13
IFI16	56
IFI27	32
IFI27L1	0
IFI27L2	1
IFI30	10
IFI35	1
IFI44	14
IFI44L	10
IFIH1	20
IFIT1	32
IFIT1B	1
IFIT2	31
IFIT3	19
IFIT5	8
IFITM1	65
IFITM2	7
IFITM3	34
IFITM5	1
IFITM10	1
IFNA1	9
IFNA2	3
IFNA4	1
IFNA5	0
IFNA6	0
IFNA7	1
IFNA8	3
IFNA10	0
IFNA13	2
IFNA14	1
IFNA16	0
IFNA17	4
IFNA21	1
IFNAR1	75
IFNAR2	25
IFNB1	31
IFNE	2
IFNG	207
IFNGR1	43
IFNGR2	15
IFNK	7
IFNL1	2
IFNL2	1
IFNL3	13
IFNL4	9
IFNLR1	3
IFNW1	2
IFRD1	8
IFRD2	1
IFT20	9
IFT22	0
IFT27	1
IFT43	0
IFT46	1
IFT52	0
IFT57	1
IFT74	1
IFT80	3
IFT81	0
IFT88	16
IFT122	0
IFT140	2
IFT172	4
IFTAP	0
IGBP1	4
IGDCC3	1
IGDCC4	3
IGF1	600
IGF1R	600
IGF2	600
IGF2BP1	116
IGF2BP2	77
IGF2BP3	115
IGF2R	116
IGFALS	12
IGFBP1	93
IGFBP2	154
IGFBP3	379
IGFBP4	44
IGFBP5	106
IGFBP6	41
IGFBP7	104
IGFBPL1	3
IGFL1	3
IGFL2	4
IGFL3	0
IGFL4	0
IGFLR1	4
IGFN1	2
IGH	164
IGHMBP2	4
IGIP	0
IGK	16
IGL	22
IGLL1	2
IGLL5	11
IGLON5	0
IGSF1	4
IGSF3	4
IGSF5	2
IGSF6	1
IGSF8	2
IGSF9	4
IGSF9B	2
IGSF10	6
IGSF11	8
IGSF21	0
IGSF22	0
IGSF23	1
IHH	126
IHO1	0
IK	80
IKBIP	1
IKBKB	65
IKBKE	53
IKBKG	10
IKZF1	106
IKZF2	10
IKZF3	27
IKZF4	0
IKZF5	0
IL1A	87
IL1B	269
IL1F10	0
IL1R1	36
IL1R2	38
IL1RAP	5
IL1RAPL1	6
IL1RAPL2	4
IL1RL1	14
IL1RL2	2
IL1RN	78
IL2	535
IL2RA	41
IL2RB	20
IL2RG	104
IL3	43
IL3RA	6
IL4	250
IL4I1	11
IL4R	25
IL5	40
IL5RA	2
IL6	600
IL6R	92
IL6ST	51
IL7	50
IL7R	43
IL9	14
IL9R	7
IL10	452
IL10RA	21
IL10RB	13
IL11	63
IL11RA	10
IL12A	40
IL12B	36
IL12RB1	13
IL12RB2	17
IL13	129
IL13RA1	8
IL13RA2	15
IL15	125
IL15RA	11
IL16	32
IL17A	97
IL17B	4
IL17C	5
IL17D	11
IL17F	14
IL17RA	16
IL17RB	9
IL17RC	3
IL17RD	11
IL17RE	3
IL17REL	0
IL18	102
IL18BP	4
IL18R1	11
IL18RAP	6
IL19	5
IL20	4
IL20RA	7
IL20RB	8
IL21	45
IL21R	14
IL22	38
IL22RA1	10
IL22RA2	6
IL23A	16
IL23R	34
IL24	63
IL25	3
IL26	5
IL27	18
IL27RA	4
IL31	6
IL31RA	3
IL32	26
IL33	43
IL34	10
IL36A	0
IL36B	0
IL36G	2
IL36RN	0
IL37	6
ILDR1	2
ILDR2	3
ILF2	19
ILF3	39
ILK	326
ILKAP	8
ILRUN	1
ILVBL	0
IMMP1L	0
IMMP2L	6
IMMT	6
IMP3	114
IMP4	2
IMPA1	1
IMPA2	4
IMPACT	600
IMPDH1	8
IMPDH2	39
IMPG1	0
IMPG2	0
INA	65
INAFM1	1
INAFM2	0
INAVA	2
INCA1	4
INCENP	52
INF2	10
ING1	73
ING2	31
ING3	29
ING4	95
ING5	47
INHA	52
INHBA	87
INHBB	26
INHBC	2
INHBE	5
INIP	0
INKA1	0
INKA2	2
INMT	4
INO80	35
INO80B	1
INO80C	2
INO80D	3
INO80E	2
INPP1	3
INPP4A	10
INPP4B	88
INPP5A	9
INPP5B	2
INPP5D	9
INPP5E	11
INPP5F	3
INPP5J	10
INPP5K	7
INPPL1	12
INS	600
INSC	19
INSIG1	24
INSIG2	9
INSL3	37
INSL4	5
INSL5	6
INSL6	6
INSM1	43
INSM2	0
INSR	156
INSRR	3
INSYN1	0
INSYN2A	0
INSYN2B	0
INTS1	3
INTS2	1
INTS3	1
INTS4	0
INTS5	0
INTS6	7
INTS6L	0
INTS7	2
INTS8	6
INTS9	0
INTS10	2
INTS11	1
INTS12	0
INTS13	1
INTS14	0
INTU	0
INVS	4
IP6K1	5
IP6K2	11
IP6K3	0
IPCEF1	3
IPMK	6
IPO4	3
IPO5	3
IPO7	10
IPO8	16
IPO9	3
IPO11	5
IPO13	2
IPP	120
IPPK	1
IQANK1	0
IQCA1	1
IQCA1L	0
IQCB1	4
IQCC	1
IQCD	1
IQCE	1
IQCF1	0
IQCF2	0
IQCF3	0
IQCF5	0
IQCF6	0
IQCG	1
IQCH	0
IQCJ	2
IQCK	0
IQCM	1
IQCN	0
IQGAP1	142
IQGAP2	28
IQGAP3	30
IQSEC1	3
IQSEC2	1
IQSEC3	1
IQUB	2
IRAG1	0
IRAG2	0
IRAK1	90
IRAK1BP1	0
IRAK2	14
IRAK3	16
IRAK4	45
IREB2	18
IRF1	180
IRF2	36
IRF2BP1	2
IRF2BP2	12
IRF2BPL	2
IRF3	166
IRF4	125
IRF5	60
IRF6	28
IRF7	98
IRF8	72
IRF9	35
IRGC	0
IRGM	14
IRGQ	0
IRS1	214
IRS2	98
IRS4	12
IRX1	25
IRX2	9
IRX3	15
IRX4	12
IRX5	17
IRX6	1
ISCA1	1
ISCA2	0
ISCU	14
ISG15	154
ISG20	10
ISG20L2	4
ISL1	38
ISL2	1
ISLR	7
ISLR2	1
ISM1	6
ISM2	0
ISOC1	5
ISOC2	2
IST1	1
ISX	12
ISY1	1
ISYNA1	4
ITCH	213
ITFG1	2
ITFG2	2
ITGA1	37
ITGA2	91
ITGA2B	17
ITGA3	80
ITGA4	52
ITGA5	112
ITGA6	105
ITGA7	31
ITGA8	14
ITGA9	33
ITGA10	10
ITGA11	21
ITGAD	1
ITGAE	11
ITGAL	15
ITGAM	23
ITGAV	81
ITGAX	10
ITGB1	191
ITGB1BP1	1
ITGB1BP2	2
ITGB2	39
ITGB3	107
ITGB3BP	6
ITGB4	93
ITGB5	33
ITGB6	36
ITGB7	9
ITGB8	36
ITGBL1	17
ITIH1	4
ITIH2	9
ITIH3	11
ITIH4	41
ITIH5	27
ITIH6	0
ITK	73
ITLN1	12
ITLN2	1
ITM2A	9
ITM2B	5
ITM2C	3
ITPA	13
ITPK1	3
ITPKA	15
ITPKB	13
ITPKC	5
ITPR1	19
ITPR2	12
ITPR3	15
ITPRID1	0
ITPRID2	0
ITPRIP	1
ITPRIPL1	2
ITPRIPL2	1
ITSN1	12
ITSN2	3
IVD	86
IVL	24
IVNS1ABP	2
IWS1	5
IYD	1
IZUMO1	2
IZUMO1R	0
IZUMO2	1
IZUMO3	0
IZUMO4	0
JADE1	4
JADE2	1
JADE3	1
JAG1	192
JAG2	53
JAGN1	0
JAK1	539
JAK2	600
JAK3	238
JAKMIP1	4
JAKMIP2	1
JAKMIP3	0
JAM2	15
JAM3	17
JAML	5
JARID2	26
JAZF1	37
JCAD	1
JCHAIN	4
JDP2	22
JHY	1
JKAMP	0
JMJD1C	20
JMJD4	2
JMJD6	45
JMJD7	5
JMJD8	7
JMY	10
JOSD1	4
JOSD2	3
JPH1	3
JPH2	2
JPH3	3
JPH4	2
JPT1	2
JPT2	0
JRK	6
JRKL	0
JSRP1	0
JTB	3
JUN	600
JUNB	203
JUND	143
JUP	38
KAAG1	0
KALRN	8
KANK1	27
KANK2	3
KANK3	3
KANK4	2
KANSL1	9
KANSL1L	1
KANSL2	2
KANSL3	0
KARS1	2
KASH5	1
KAT2A	29
KAT2B	22
KAT5	42
KAT6A	20
KAT6B	15
KAT7	13
KAT8	21
KAT14	1
KATNA1	1
KATNAL1	2
KATNAL2	4
KATNB1	0
KATNBL1	0
KATNIP	0
KAZALD1	1
KAZN	1
KBTBD2	1
KBTBD3	0
KBTBD4	2
KBTBD6	1
KBTBD7	1
KBTBD8	1
KBTBD11	2
KBTBD12	0
KBTBD13	0
KCMF1	5
KCNA1	10
KCNA2	1
KCNA3	5
KCNA4	3
KCNA5	7
KCNA6	0
KCNA7	0
KCNA10	0
KCNAB1	4
KCNAB2	1
KCNAB3	1
KCNB1	6
KCNB2	1
KCNC1	1
KCNC2	1
KCNC3	1
KCNC4	2
KCND1	1
KCND2	6
KCND3	2
KCNE1	8
KCNE1B	0
KCNE2	8
KCNE3	5
KCNE4	4
KCNE5	1
KCNF1	1
KCNG1	0
KCNG2	1
KCNG3	3
KCNG4	0
KCNH1	17
KCNH2	25
KCNH3	2
KCNH4	1
KCNH5	6
KCNH6	1
KCNH7	0
KCNH8	4
KCNIP1	2
KCNIP2	1
KCNIP3	2
KCNIP4	5
KCNJ1	5
KCNJ2	11
KCNJ3	8
KCNJ4	3
KCNJ5	8
KCNJ6	6
KCNJ8	1
KCNJ9	0
KCNJ10	3
KCNJ11	6
KCNJ12	5
KCNJ13	0
KCNJ14	0
KCNJ15	1
KCNJ16	3
KCNJ18	3
KCNK1	3
KCNK2	7
KCNK3	4
KCNK4	2
KCNK5	8
KCNK6	2
KCNK7	1
KCNK9	15
KCNK10	1
KCNK12	4
KCNK13	0
KCNK15	10
KCNK16	2
KCNK17	3
KCNK18	0
KCNMA1	31
KCNMB1	2
KCNMB2	4
KCNMB3	1
KCNMB4	0
KCNN1	1
KCNN2	1
KCNN3	8
KCNN4	27
KCNQ1	64
KCNQ2	6
KCNQ3	2
KCNQ4	5
KCNQ5	7
KCNRG	2
KCNS1	4
KCNS2	0
KCNS3	0
KCNT1	2
KCNT2	2
KCNU1	1
KCNV1	1
KCNV2	3
KCP	11
KCTD1	0
KCTD2	1
KCTD3	1
KCTD4	0
KCTD5	2
KCTD6	0
KCTD7	3
KCTD8	1
KCTD9	0
KCTD10	3
KCTD11	7
KCTD12	9
KCTD13	1
KCTD14	0
KCTD15	6
KCTD16	3
KCTD17	1
KCTD18	0
KCTD19	0
KCTD20	2
KCTD21	2
KDELR1	3
KDELR2	4
KDELR3	5
KDF1	1
KDM1A	135
KDM1B	10
KDM2A	36
KDM2B	37
KDM3A	61
KDM3B	11
KDM4A	64
KDM4B	58
KDM4C	44
KDM4D	18
KDM4E	3
KDM5A	64
KDM5B	101
KDM5C	66
KDM5D	12
KDM6A	170
KDM6B	58
KDM7A	12
KDM8	9
KDR	600
KDSR	1
KEAP1	600
KEL	21
KERA	0
KHDC1	0
KHDC1L	0
KHDC3L	1
KHDC4	0
KHDRBS1	12
KHDRBS2	6
KHDRBS3	11
KHK	7
KHNYN	0
KHSRP	25
KIAA0040	2
KIAA0100	2
KIAA0232	0
KIAA0319	0
KIAA0319L	1
KIAA0408	1
KIAA0513	3
KIAA0586	0
KIAA0753	2
KIAA0754	0
KIAA0825	0
KIAA0895	0
KIAA0895L	0
KIAA0930	1
KIAA1107	0
KIAA1109	4
KIAA1143	0
KIAA1191	0
KIAA1210	2
KIAA1217	5
KIAA1328	0
KIAA1522	11
KIAA1549	23
KIAA1549L	1
KIAA1586	0
KIAA1614	0
KIAA1671	1
KIAA1755	2
KIAA1958	0
KIAA2012	0
KIAA2013	1
KIAA2026	0
KICS2	0
KIDINS220	7
KIF1A	24
KIF1B	21
KIF1C	2
KIF2A	31
KIF2B	4
KIF2C	60
KIF3A	23
KIF3B	17
KIF3C	5
KIF4A	61
KIF4B	2
KIF5A	8
KIF5B	123
KIF5C	2
KIF6	0
KIF7	18
KIF9	4
KIF11	102
KIF12	3
KIF13A	5
KIF13B	7
KIF14	51
KIF15	46
KIF16B	4
KIF17	7
KIF18A	36
KIF18B	29
KIF19	1
KIF20A	100
KIF20B	6
KIF21A	3
KIF21B	6
KIF22	9
KIF23	53
KIF24	5
KIF25	3
KIF26A	5
KIF26B	14
KIF27	8
KIFAP3	4
KIFBP	0
KIFC1	53
KIFC2	0
KIFC3	8
KIN	411
KIR2DL1	13
KIR2DL3	10
KIR2DL4	12
KIR2DS4	15
KIR3DL1	21
KIR3DL2	8
KIR3DL3	3
KIRREL1	0
KIRREL2	0
KIRREL3	0
KISS1	152
KISS1R	54
KIT	600
KITLG	61
KIZ	3
KL	241
KLB	17
KLC1	12
KLC2	2
KLC3	1
KLC4	4
KLF1	7
KLF2	106
KLF3	20
KLF4	600
KLF5	270
KLF6	175
KLF7	24
KLF8	65
KLF9	50
KLF10	32
KLF11	24
KLF12	34
KLF13	13
KLF14	12
KLF15	16
KLF16	9
KLF17	30
KLF18	0
KLHDC1	2
KLHDC2	1
KLHDC3	0
KLHDC4	2
KLHDC7A	0
KLHDC7B	7
KLHDC8A	0
KLHDC8B	5
KLHDC9	2
KLHDC10	0
KLHL1	0
KLHL2	1
KLHL3	2
KLHL4	5
KLHL5	4
KLHL6	6
KLHL7	4
KLHL8	1
KLHL9	5
KLHL10	0
KLHL11	5
KLHL12	0
KLHL13	3
KLHL14	5
KLHL15	2
KLHL17	1
KLHL18	2
KLHL20	9
KLHL21	1
KLHL22	5
KLHL23	3
KLHL24	3
KLHL25	2
KLHL26	0
KLHL28	0
KLHL29	1
KLHL30	3
KLHL31	0
KLHL32	1
KLHL33	2
KLHL34	2
KLHL35	3
KLHL36	1
KLHL38	2
KLHL40	0
KLHL41	1
KLHL42	0
KLK1	47
KLK2	148
KLK3	240
KLK4	103
KLK5	85
KLK6	126
KLK7	80
KLK8	38
KLK9	10
KLK10	89
KLK11	46
KLK12	21
KLK13	35
KLK14	45
KLK15	32
KLKB1	12
KLLN	19
KLRB1	18
KLRC1	11
KLRC2	1
KLRC3	2
KLRC4	2
KLRD1	2
KLRF1	2
KLRF2	0
KLRG1	47
KLRG2	1
KLRK1	18
KMO	43
KMT2A	78
KMT2B	19
KMT2C	117
KMT2D	170
KMT2E	3
KMT5A	8
KMT5B	1
KMT5C	3
KNCN	0
KNDC1	1
KNG1	20
KNL1	12
KNOP1	0
KNSTRN	4
KNTC1	11
KPNA1	4
KPNA2	108
KPNA3	5
KPNA4	16
KPNA5	4
KPNA6	1
KPNA7	7
KPNB1	25
KPRP	1
KPTN	1
KRAS	600
KRBA1	0
KRBA2	1
KRBOX1	1
KRBOX4	0
KRCC1	1
KREMEN1	10
KREMEN2	7
KRI1	0
KRIT1	9
KRR1	2
KRT1	21
KRT2	3
KRT3	0
KRT4	12
KRT5	75
KRT6A	30
KRT6B	13
KRT6C	13
KRT7	39
KRT8	58
KRT9	1
KRT10	14
KRT12	0
KRT13	23
KRT14	72
KRT15	22
KRT16	23
KRT17	51
KRT18	48
KRT19	120
KRT20	43
KRT23	18
KRT24	1
KRT25	1
KRT26	0
KRT27	1
KRT28	1
KRT31	1
KRT32	1
KRT33A	0
KRT33B	1
KRT34	1
KRT35	1
KRT36	2
KRT37	0
KRT38	2
KRT39	1
KRT40	1
KRT71	2
KRT72	0
KRT73	0
KRT74	0
KRT75	3
KRT76	3
KRT77	0
KRT78	5
KRT79	2
KRT80	8
KRT81	16
KRT82	2
KRT83	1
KRT84	2
KRT85	2
KRT86	1
KRT222	3
KRTAP1-1	0
KRTAP1-3	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP2-1	2
KRTAP2-2	0
KRTAP2-3	0
KRTAP2-4	0
KRTAP3-1	0
KRTAP3-2	0
KRTAP3-3	0
KRTAP4-1	0
KRTAP4-2	0
KRTAP4-3	0
KRTAP4-4	0
KRTAP4-5	1
KRTAP4-6	0
KRTAP4-7	0
KRTAP4-8	0
KRTAP4-9	0
KRTAP4-11	0
KRTAP4-12	0
KRTAP5-1	0
KRTAP5-2	1
KRTAP5-3	0
KRTAP5-4	1
KRTAP5-5	2
KRTAP5-6	0
KRTAP5-7	1
KRTAP5-8	0
KRTAP5-9	0
KRTAP5-10	0
KRTAP5-11	0
KRTAP6-1	0
KRTAP6-2	0
KRTAP6-3	0
KRTAP7-1	0
KRTAP8-1	1
KRTAP9-1	0
KRTAP9-2	0
KRTAP9-3	0
KRTAP9-4	0
KRTAP9-6	0
KRTAP9-7	0
KRTAP9-8	0
KRTAP9-9	0
KRTAP10-1	1
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP10-12	0
KRTAP11-1	0
KRTAP12-1	0
KRTAP12-2	0
KRTAP12-3	1
KRTAP12-4	0
KRTAP13-1	0
KRTAP13-2	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP15-1	0
KRTAP16-1	0
KRTAP17-1	0
KRTAP19-1	1
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP19-8	0
KRTAP20-1	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP20-4	0
KRTAP21-1	0
KRTAP21-2	0
KRTAP21-3	0
KRTAP22-1	0
KRTAP22-2	0
KRTAP23-1	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	1
KRTAP29-1	0
KRTCAP2	1
KRTCAP3	1
KRTDAP	5
KSR1	47
KSR2	12
KTI12	0
KTN1	9
KXD1	1
KY	55
KYAT1	2
KYAT3	0
KYNU	10
L1CAM	204
L1TD1	7
L2HGDH	8
L3HYPDH	0
L3MBTL1	8
L3MBTL2	0
L3MBTL3	3
L3MBTL4	2
LACC1	0
LACRT	0
LACTB	14
LACTB2	2
LACTBL1	0
LAD1	12
LAG3	225
LAGE3	7
LAIR1	3
LAIR2	6
LALBA	4
LAMA1	17
LAMA2	18
LAMA3	26
LAMA4	30
LAMA5	25
LAMB1	26
LAMB2	11
LAMB3	54
LAMB4	4
LAMC1	35
LAMC2	96
LAMC3	7
LAMP1	129
LAMP2	72
LAMP3	37
LAMP5	7
LAMTOR1	7
LAMTOR2	2
LAMTOR3	9
LAMTOR4	1
LAMTOR5	9
LANCL1	7
LANCL2	3
LANCL3	0
LAP3	13
LAPTM4A	4
LAPTM4B	98
LAPTM5	9
LARGE1	3
LARGE2	4
LARP1	22
LARP1B	2
LARP4	12
LARP4B	5
LARP6	6
LARP7	15
LARS1	1
LARS2	3
LAS1L	3
LASP1	90
LAT	164
LAT2	33
LATS1	296
LATS2	200
LAX1	3
LAYN	6
LBH	42
LBHD1	1
LBHD2	0
LBP	168
LBR	39
LBX1	4
LBX2	15
LCA5	1
LCA5L	0
LCAT	21
LCE1A	0
LCE1B	0
LCE1C	1
LCE1D	0
LCE1E	0
LCE1F	1
LCE2A	0
LCE2B	1
LCE2C	0
LCE2D	0
LCE3A	0
LCE3B	0
LCE3C	1
LCE3D	4
LCE3E	1
LCE4A	1
LCE5A	0
LCE6A	0
LCK	219
LCLAT1	2
LCMT1	2
LCMT2	1
LCN1	7
LCN2	182
LCN6	1
LCN8	0
LCN9	0
LCN10	0
LCN12	1
LCN15	1
LCNL1	0
LCOR	22
LCORL	2
LCP1	24
LCP2	8
LCT	108
LCTL	2
LDAF1	0
LDAH	4
LDB1	18
LDB2	5
LDB3	1
LDHA	477
LDHAL6A	0
LDHAL6B	0
LDHB	99
LDHC	16
LDHD	4
LDLR	163
LDLRAD1	1
LDLRAD2	3
LDLRAD3	5
LDLRAD4	3
LDLRAP1	2
LDOC1	27
LEAP2	0
LECT2	9
LEF1	271
LEFTY1	7
LEFTY2	8
LEKR1	1
LELP1	0
LEMD1	11
LEMD2	1
LEMD3	2
LENEP	0
LENG1	0
LENG8	1
LENG9	1
LEO1	8
LEP	215
LEPR	138
LEPROT	3
LEPROTL1	0
LETM1	25
LETM2	4
LETMD1	3
LEUTX	1
LEXM	0
LFNG	16
LGALS1	48
LGALS2	3
LGALS3	59
LGALS3BP	49
LGALS4	24
LGALS7	6
LGALS7B	0
LGALS8	7
LGALS9	13
LGALS9B	1
LGALS9C	1
LGALS12	2
LGALS13	1
LGALS14	0
LGALS16	0
LGALSL	1
LGI1	38
LGI2	0
LGI3	4
LGI4	1
LGMN	12
LGR4	52
LGR5	600
LGR6	41
LGSN	0
LHB	11
LHCGR	31
LHFPL1	0
LHFPL2	0
LHFPL3	4
LHFPL4	1
LHFPL5	0
LHFPL6	1
LHPP	15
LHX1	13
LHX2	23
LHX3	8
LHX4	6
LHX5	2
LHX6	19
LHX8	12
LHX9	3
LIAS	2
LIF	431
LIFR	92
LIG1	42
LIG3	41
LIG4	95
LILRA1	0
LILRA2	1
LILRA4	3
LILRA5	0
LILRA6	3
LILRB1	17
LILRB2	19
LILRB3	3
LILRB4	9
LILRB5	0
LIM2	3
LIMA1	8
LIMCH1	8
LIMD1	24
LIMD2	5
LIME1	1
LIMK1	116
LIMK2	40
LIMS1	8
LIMS2	3
LIMS3	0
LIMS4	0
LIN7A	4
LIN7B	4
LIN7C	1
LIN9	17
LIN28A	86
LIN28B	188
LIN37	3
LIN52	7
LIN54	5
LINGO1	2
LINGO2	3
LINGO3	1
LINGO4	0
LINS1	1
LIPA	188
LIPC	16
LIPE	10
LIPF	6
LIPG	14
LIPH	9
LIPI	29
LIPJ	0
LIPK	0
LIPM	0
LIPN	0
LIPT1	1
LIPT2	0
LITAF	20
LITAFD	0
LIX1	1
LIX1L	2
LKAAEAR1	0
LLCFC1	0
LLGL1	9
LLGL2	10
LLPH	1
LMAN1	7
LMAN1L	0
LMAN2	4
LMAN2L	1
LMBR1	0
LMBR1L	0
LMBRD1	0
LMBRD2	0
LMCD1	10
LMF1	1
LMF2	0
LMLN	2
LMLN2	0
LMNA	59
LMNB1	28
LMNB2	10
LMNTD1	0
LMNTD2	0
LMO1	31
LMO2	64
LMO3	12
LMO4	49
LMO7	22
LMOD1	4
LMOD2	0
LMOD3	1
LMTK2	28
LMTK3	39
LMX1A	27
LMX1B	9
LNP1	0
LNPEP	1
LNPK	0
LNX1	11
LNX2	3
LONP1	21
LONP2	1
LONRF1	0
LONRF2	1
LONRF3	0
LORICRIN	31
LOX	600
LOXHD1	1
LOXL1	48
LOXL2	134
LOXL3	15
LOXL4	39
LPA	600
LPAR1	61
LPAR2	23
LPAR3	35
LPAR4	4
LPAR5	17
LPAR6	18
LPCAT1	26
LPCAT2	11
LPCAT3	6
LPCAT4	1
LPGAT1	2
