gene	n_hits
PLXNA1	12
PLXNA2	6
PLXNA3	4
PLXNA4	8
PLXNB1	9
PLXNB2	7
PLXNB3	5
PLXNC1	7
PLXND1	8
PM20D1	2
PM20D2	0
PMAIP1	33
PMCH	1
PMEL	54
PMEPA1	58
PMF1	7
PMFBP1	0
PMIS2	0
PML	600
PMM1	2
PMM2	2
PMP2	3
PMP22	24
PMPCA	0
PMPCB	2
PMS1	128
PMS2	600
PMVK	2
PNCK	10
PNISR	1
PNKD	5
PNKP	26
PNLDC1	1
PNLIP	5
PNLIPRP1	3
PNLIPRP2	2
PNLIPRP3	0
PNMA1	2
PNMA2	4
PNMA3	0
PNMA5	2
PNMA6A	0
PNMA6E	1
PNMA6F	0
PNMA8A	0
PNMA8B	0
PNMA8C	0
PNMT	17
PNN	48
PNO1	5
PNOC	8
PNP	189
PNPLA1	1
PNPLA2	9
PNPLA3	55
PNPLA4	1
PNPLA5	1
PNPLA6	3
PNPLA7	1
PNPLA8	1
PNPO	4
PNPT1	9
PNRC1	3
PNRC2	3
POC1A	2
POC1B	0
POC5	0
PODN	5
PODNL1	1
PODXL	70
PODXL2	2
POF1B	2
POFUT1	22
POFUT2	2
POGK	0
POGLUT1	4
POGLUT2	0
POGLUT3	0
POGZ	2
POLA1	18
POLA2	10
POLB	45
POLD1	121
POLD2	13
POLD3	33
POLD4	9
POLDIP2	8
POLDIP3	2
POLE	600
POLE2	19
POLE3	6
POLE4	4
POLG	33
POLG2	5
POLH	60
POLI	20
POLK	20
POLL	71
POLM	2
POLN	5
POLQ	58
POLR1A	4
POLR1B	3
POLR1C	1
POLR1D	6
POLR1E	2
POLR1F	0
POLR1G	0
POLR1H	0
POLR2A	49
POLR2B	2
POLR2C	3
POLR2D	3
POLR2E	12
POLR2F	8
POLR2G	3
POLR2H	5
POLR2I	1
POLR2J	3
POLR2J2	0
POLR2J3	0
POLR2K	5
POLR2L	4
POLR2M	0
POLR3A	5
POLR3B	7
POLR3C	0
POLR3D	1
POLR3E	0
POLR3F	2
POLR3G	4
POLR3GL	1
POLR3H	0
POLR3K	1
POLRMT	12
POM121	9
POM121C	2
POM121L2	2
POM121L12	0
POMC	118
POMGNT1	2
POMGNT2	1
POMK	2
POMP	24
POMT1	2
POMT2	3
POMZP3	0
PON1	135
PON2	31
PON3	21
POP1	10
POP4	6
POP5	1
POP7	1
POPDC2	4
POPDC3	8
POR	499
PORCN	39
POSTN	150
POT1	148
POTEA	1
POTEB	1
POTEB2	0
POTEB3	0
POTEC	1
POTED	0
POTEE	10
POTEF	6
POTEG	1
POTEH	0
POTEI	0
POTEJ	0
POTEM	0
POU1F1	15
POU2AF1	8
POU2F1	27
POU2F2	15
POU2F3	24
POU3F1	3
POU3F2	25
POU3F3	19
POU3F4	1
POU4F1	9
POU4F2	14
POU4F3	8
POU5F1	150
POU5F1B	18
POU5F2	0
POU6F1	2
POU6F2	7
PP2D1	0
PPA1	15
PPA2	3
PPAN	8
PPARA	58
PPARD	40
PPARG	243
PPARGC1A	68
PPARGC1B	17
PPAT	37
PPBP	20
PPCDC	1
PPCS	103
PPDPF	3
PPDPFL	0
PPEF1	1
PPEF2	3
PPFIA1	19
PPFIA2	1
PPFIA3	3
PPFIA4	2
PPFIBP1	5
PPFIBP2	5
PPHLN1	5
PPIA	70
PPIAL4A	0
PPIAL4C	0
PPIAL4D	0
PPIAL4E	0
PPIAL4F	0
PPIAL4G	0
PPIAL4H	0
PPIB	21
PPIC	7
PPID	9
PPIE	3
PPIF	5
PPIG	1
PPIH	1
PPIL1	1
PPIL2	1
PPIL3	5
PPIL4	0
PPIL6	0
PPIP5K1	2
PPIP5K2	2
PPL	96
PPM1A	17
PPM1B	11
PPM1D	127
PPM1E	10
PPM1F	9
PPM1G	6
PPM1H	7
PPM1J	1
PPM1K	1
PPM1L	1
PPM1M	0
PPM1N	0
PPME1	5
PPOX	8
PPP1CA	21
PPP1CB	14
PPP1CC	6
PPP1R1A	4
PPP1R1B	25
PPP1R1C	2
PPP1R2	2
PPP1R2B	0
PPP1R2C	0
PPP1R3A	2
PPP1R3B	2
PPP1R3C	7
PPP1R3D	0
PPP1R3E	0
PPP1R3F	0
PPP1R3G	1
PPP1R7	9
PPP1R8	3
PPP1R9A	4
PPP1R9B	4
PPP1R10	2
PPP1R11	4
PPP1R12A	12
PPP1R12B	5
PPP1R12C	3
PPP1R13B	2
PPP1R13L	31
PPP1R14A	9
PPP1R14B	3
PPP1R14C	1
PPP1R14D	0
PPP1R15A	17
PPP1R15B	2
PPP1R16A	1
PPP1R16B	6
PPP1R17	0
PPP1R18	2
PPP1R21	2
PPP1R26	3
PPP1R27	0
PPP1R32	0
PPP1R35	0
PPP1R36	1
PPP1R37	1
PPP1R42	1
PPP2CA	28
PPP2CB	11
PPP2R1A	77
PPP2R1B	37
PPP2R2A	48
PPP2R2B	17
PPP2R2C	13
PPP2R2D	4
PPP2R3A	8
PPP2R3B	1
PPP2R3C	1
PPP2R5A	14
PPP2R5B	7
PPP2R5C	11
PPP2R5D	5
PPP2R5E	11
PPP3CA	14
PPP3CB	4
PPP3CC	6
PPP3R1	3
PPP3R2	0
PPP4C	7
PPP4R1	1
PPP4R2	2
PPP4R3A	0
PPP4R3B	0
PPP4R3C	0
PPP4R4	0
PPP5C	11
PPP6C	14
PPP6R1	0
PPP6R2	1
PPP6R3	2
PPRC1	0
PPT1	9
PPT2	3
PPTC7	0
PPWD1	3
PPY	174
PQBP1	4
PRAC1	6
PRAC2	3
PRADC1	1
PRAF2	5
PRAG1	0
PRAM1	0
PRAME	148
PRAMEF1	1
PRAMEF2	0
PRAMEF4	1
PRAMEF5	0
PRAMEF6	0
PRAMEF7	0
PRAMEF8	0
PRAMEF9	0
PRAMEF10	0
PRAMEF11	0
PRAMEF12	0
PRAMEF13	0
PRAMEF14	0
PRAMEF15	0
PRAMEF17	0
PRAMEF18	0
PRAMEF19	0
PRAMEF20	0
PRAMEF25	0
PRAMEF26	0
PRAMEF27	0
PRAMEF33	0
PRAP1	3
PRB1	16
PRB2	58
PRB3	1
PRB4	4
PRC1	234
PRCC	206
PRCD	3
PRCP	8
PRDM1	49
PRDM2	30
PRDM4	5
PRDM5	17
PRDM6	5
PRDM7	2
PRDM8	4
PRDM9	14
PRDM10	10
PRDM11	3
PRDM12	4
PRDM13	7
PRDM14	52
PRDM15	2
PRDM16	35
PRDX1	121
PRDX2	74
PRDX3	35
PRDX4	36
PRDX5	16
PRDX6	66
PREB	11
PRELID1	3
PRELID2	1
PRELID3A	0
PRELID3B	0
PRELP	8
PREP	217
PREPL	0
PREX1	26
PREX2	32
PRF1	62
PRG2	9
PRG3	2
PRG4	3
PRH1	0
PRH2	0
PRICKLE1	21
PRICKLE2	10
PRICKLE3	0
PRICKLE4	1
PRIM1	12
PRIM2	6
PRIMA1	8
PRIMPOL	7
PRKAA1	58
PRKAA2	21
PRKAB1	4
PRKAB2	5
PRKACA	49
PRKACB	25
PRKACG	3
PRKAG1	4
PRKAG2	13
PRKAG3	5
PRKAR1A	81
PRKAR1B	3
PRKAR2A	7
PRKAR2B	20
PRKCA	73
PRKCB	35
PRKCD	26
PRKCE	26
PRKCG	8
PRKCH	6
PRKCI	45
PRKCQ	17
PRKCSH	5
PRKCZ	20
PRKD1	22
PRKD2	10
PRKD3	12
PRKDC	155
PRKG1	13
PRKG2	3
PRKN	19
PRKRA	6
PRKRIP1	0
PRKX	5
PRL	600
PRLH	1
PRLHR	2
PRLR	191
PRM1	12
PRM2	2
PRM3	6
PRMT1	157
PRMT2	12
PRMT3	8
PRMT5	222
PRMT6	41
PRMT7	21
PRMT8	6
PRMT9	3
PRND	3
PRNP	34
PROB1	0
PROC	415
PROCA1	3
PROCR	21
PRODH	40
PRODH2	2
PROK1	14
PROK2	14
PROKR1	8
PROKR2	8
PROM1	101
PROM2	7
PROP1	6
PRORP	0
PRORY	0
PROS1	30
PROSER1	0
PROSER2	3
PROSER3	1
PROX1	116
PROX2	0
PROZ	4
PRPF3	3
PRPF4	5
PRPF4B	6
PRPF6	10
PRPF8	11
PRPF18	3
PRPF19	5
PRPF31	1
PRPF38A	1
PRPF38B	2
PRPF39	2
PRPF40A	7
PRPF40B	2
PRPH	7
PRPH2	1
PRPS1	15
PRPS1L1	1
PRPS2	11
PRPSAP1	3
PRPSAP2	0
PRR3	0
PRR4	1
PRR5	10
PRR5L	2
PRR7	0
PRR9	0
PRR11	31
PRR12	0
PRR13	2
PRR14	4
PRR14L	2
PRR15	5
PRR15L	1
PRR16	2
PRR18	0
PRR19	0
PRR20A	0
PRR20B	0
PRR20C	0
PRR20D	0
PRR20E	0
PRR20G	0
PRR22	0
PRR23A	0
PRR23B	0
PRR23C	0
PRR23D1	0
PRR23D2	0
PRR25	0
PRR27	0
PRR29	0
PRR30	0
PRR32	0
PRR33	0
PRR35	0
PRR36	0
PRRC1	1
PRRC2A	1
PRRC2B	0
PRRC2C	2
PRRG1	4
PRRG2	0
PRRG3	1
PRRG4	6
PRRT1	1
PRRT1B	0
PRRT2	2
PRRT3	2
PRRT4	0
PRRX1	55
PRRX2	7
PRSS1	91
PRSS2	13
PRSS3	29
PRSS8	21
PRSS12	2
PRSS16	3
PRSS21	8
PRSS22	1
PRSS23	9
PRSS27	0
PRSS33	0
PRSS35	2
PRSS36	1
PRSS37	1
PRSS38	0
PRSS41	0
PRSS48	0
PRSS50	0
PRSS51	0
PRSS53	0
PRSS54	0
PRSS55	1
PRSS56	1
PRSS57	0
PRSS58	1
PRTFDC1	1
PRTG	2
PRTN3	5
PRUNE1	3
PRUNE2	10
PRX	145
PRXL2A	1
PRXL2B	0
PRXL2C	0
PRY	18
PRY2	0
PSAP	64
PSAPL1	1
PSAT1	73
PSCA	330
PSD	173
PSD2	2
PSD3	3
PSD4	0
PSEN1	37
PSEN2	19
PSENEN	2
PSG1	3
PSG2	6
PSG3	0
PSG4	1
PSG5	14
PSG6	1
PSG7	2
PSG8	1
PSG9	5
PSG11	1
PSIP1	12
PSKH1	3
PSKH2	0
PSMA1	15
PSMA2	8
PSMA3	9
PSMA4	13
PSMA5	15
PSMA6	10
PSMA7	22
PSMA8	1
PSMB1	8
PSMB2	5
PSMB3	4
PSMB4	12
PSMB5	30
PSMB6	10
PSMB7	5
PSMB8	35
PSMB9	25
PSMB10	12
PSMB11	0
PSMC1	7
PSMC2	11
PSMC3	7
PSMC3IP	9
PSMC4	10
PSMC5	4
PSMC6	4
PSMD1	10
PSMD2	7
PSMD3	9
PSMD4	21
PSMD5	2
PSMD6	5
PSMD7	5
PSMD8	1
PSMD9	5
PSMD10	17
PSMD11	9
PSMD12	3
PSMD13	2
PSMD14	14
PSME1	9
PSME2	3
PSME3	11
PSME3IP1	0
PSME4	2
PSMF1	5
PSMG1	1
PSMG2	1
PSMG3	8
PSMG4	0
PSORS1C1	0
PSORS1C2	1
PSPC1	12
PSPH	45
PSPN	5
PSRC1	10
PSTK	1
PSTPIP1	5
PSTPIP2	2
PTAFR	9
PTAR1	1
PTBP1	83
PTBP2	8
PTBP3	11
PTCD1	0
PTCD2	0
PTCD3	3
PTCH1	343
PTCH2	35
PTCHD1	2
PTCHD3	4
PTCHD4	2
PTCRA	3
PTDSS1	0
PTDSS2	0
PTEN	600
PTER	114
PTF1A	62
PTGDR	11
PTGDR2	6
PTGDS	23
PTGER1	4
PTGER2	18
PTGER3	17
PTGER4	30
PTGES	25
PTGES2	12
PTGES3	7
PTGES3L	0
PTGFR	13
PTGFRN	4
PTGIR	2
PTGIS	21
PTGR1	21
PTGR2	2
PTGS1	43
PTGS2	404
PTH	600
PTH1R	20
PTH2	1
PTH2R	3
PTHLH	52
PTK2	109
PTK2B	21
PTK6	99
PTK7	89
PTMA	31
PTMS	450
PTN	168
PTOV1	30
PTP4A1	21
PTP4A2	12
PTP4A3	57
PTPA	8
PTPDC1	1
PTPMT1	5
PTPN1	45
PTPN2	39
PTPN3	20
PTPN4	6
PTPN5	4
PTPN6	46
PTPN7	4
PTPN9	11
PTPN11	209
PTPN12	47
PTPN13	51
PTPN14	42
PTPN18	9
PTPN20	2
PTPN21	5
PTPN22	18
PTPN23	6
PTPRA	13
PTPRB	17
PTPRC	64
PTPRCAP	3
PTPRD	67
PTPRE	12
PTPRF	28
PTPRG	34
PTPRH	11
PTPRJ	49
PTPRK	39
PTPRM	16
PTPRN	7
PTPRN2	16
PTPRO	27
PTPRQ	5
PTPRR	20
PTPRS	15
PTPRT	31
PTPRU	10
PTPRZ1	22
PTRH1	1
PTRH2	2
PTRHD1	0
PTS	600
PTTG1	164
PTTG1IP	19
PTTG1IP2	0
PTTG2	9
PTX3	101
PTX4	2
PUDP	0
PUF60	20
PUM1	36
PUM2	18
PUM3	1
PURA	10
PURB	4
PURG	3
PUS1	0
PUS3	0
PUS7	3
PUS7L	1
PUS10	1
PUSL1	0
PVALB	2
PVALEF	0
PVR	202
PVRIG	8
PWP1	4
PWP2	2
PWWP2A	0
PWWP2B	0
PWWP3A	0
PWWP3B	0
PXDC1	0
PXDN	15
PXDNL	2
PXK	3
PXMP2	0
PXMP4	3
PXN	73
PXT1	2
PXYLP1	1
PYCARD	43
PYCR1	42
PYCR2	5
PYCR3	0
PYDC1	0
PYDC2	0
PYDC5	0
PYGB	18
PYGL	17
PYGM	20
PYGO1	5
PYGO2	35
PYHIN1	1
PYM1	0
PYROXD1	3
PYROXD2	2
PYURF	0
PYY	64
PZP	25
QARS1	0
QDPR	2
QKI	84
QPCT	8
QPCTL	5
QPRT	9
QRFP	2
QRFPR	0
QRICH1	1
QRICH2	0
QRSL1	0
QSER1	2
QSOX1	29
QSOX2	0
QTRT1	2
QTRT2	0
R3HCC1	1
R3HCC1L	0
R3HDM1	2
R3HDM2	1
R3HDM4	0
R3HDML	0
RAB1A	34
RAB1B	14
RAB2A	13
RAB2B	2
RAB3A	14
RAB3B	10
RAB3C	4
RAB3D	18
RAB3GAP1	4
RAB3GAP2	2
RAB3IL1	2
RAB3IP	5
RAB4A	9
RAB4B	5
RAB5A	46
RAB5B	5
RAB5C	8
RAB5IF	0
RAB6A	14
RAB6B	3
RAB6C	8
RAB6D	0
RAB7A	14
RAB7B	3
RAB8A	11
RAB8B	4
RAB9A	5
RAB9B	2
RAB10	11
RAB11A	37
RAB11B	12
RAB11FIP1	6
RAB11FIP2	3
RAB11FIP3	4
RAB11FIP4	2
RAB11FIP5	2
RAB12	4
RAB13	17
RAB14	33
RAB15	6
RAB17	8
RAB18	10
RAB19	1
RAB20	5
RAB21	19
RAB22A	28
RAB23	34
RAB24	4
RAB25	86
RAB26	8
RAB27A	75
RAB27B	37
RAB28	1
RAB29	0
RAB30	3
RAB31	28
RAB32	8
RAB33A	1
RAB33B	3
RAB34	6
RAB35	15
RAB36	2
RAB37	13
RAB38	12
RAB39A	5
RAB39B	3
RAB40A	2
RAB40AL	2
RAB40B	8
RAB40C	5
RAB41	1
RAB42	1
RAB43	3
RAB44	2
RABAC1	4
RABEP1	6
RABEP2	3
RABEPK	0
RABGAP1	5
RABGAP1L	3
RABGEF1	3
RABGGTA	1
RABGGTB	0
RABIF	2
RABL2A	1
RABL2B	2
RABL3	9
RABL6	2
RAC1	600
RAC2	58
RAC3	78
RACGAP1	72
RACK1	133
RAD1	45
RAD9A	12
RAD9B	1
RAD17	61
RAD18	68
RAD21	87
RAD21L1	1
RAD23A	5
RAD23B	42
RAD50	415
RAD51	600
RAD51AP1	29
RAD51AP2	0
RAD51B	80
RAD51C	266
RAD51D	156
RAD52	224
RAD54B	29
RAD54L	36
RAD54L2	0
RADIL	4
RADX	1
RAE1	12
RAET1E	7
RAET1G	7
RAET1L	4
RAF1	275
RAG1	107
RAG2	159
RAI1	4
RAI2	8
RAI14	13
RALA	137
RALB	73
RALBP1	52
RALGAPA1	0
RALGAPA2	4
RALGAPB	0
RALGDS	49
RALGPS1	2
RALGPS2	3
RALY	16
RALYL	3
RAMAC	0
RAMP1	12
RAMP2	16
RAMP3	16
RAN	600
RANBP1	17
RANBP2	39
RANBP3	6
RANBP3L	0
RANBP6	2
RANBP9	11
RANBP10	3
RANBP17	0
RANGAP1	12
RANGRF	0
RAP1A	84
RAP1B	45
RAP1GAP	38
RAP1GAP2	0
RAP1GDS1	9
RAP2A	24
RAP2B	28
RAP2C	7
RAPGEF1	5
RAPGEF2	3
RAPGEF3	5
RAPGEF4	2
RAPGEF5	5
RAPGEF6	3
RAPGEFL1	5
RAPH1	2
RAPSN	6
RARA	170
RARB	140
RARG	18
RARRES1	27
RARRES2	9
RARS1	0
RARS2	1
RASA1	53
RASA2	4
RASA3	6
RASA4	6
RASA4B	0
RASAL1	35
RASAL2	29
RASAL3	3
RASD1	19
RASD2	0
RASEF	6
RASGEF1A	3
RASGEF1B	2
RASGEF1C	0
RASGRF1	12
RASGRF2	12
RASGRP1	20
RASGRP2	7
RASGRP3	20
RASGRP4	2
RASIP1	1
RASL10A	0
RASL10B	4
RASL11A	7
RASL11B	4
RASL12	1
RASSF1	276
RASSF2	48
RASSF3	7
RASSF4	12
RASSF5	33
RASSF6	24
RASSF7	14
RASSF8	19
RASSF9	6
RASSF10	31
RAVER1	1
RAVER2	1
RAX	4
RAX2	0
RB1	600
RB1CC1	39
RBAK	3
RBBP4	27
RBBP5	21
RBBP6	26
RBBP7	13
RBBP8	32
RBBP8NL	0
RBBP9	4
RBCK1	15
RBFA	0
RBFOX1	13
RBFOX2	20
RBFOX3	6
RBIS	0
RBKS	1
RBL1	38
RBL2	38
RBM3	44
RBM4	21
RBM4B	1
RBM5	57
RBM6	12
RBM7	1
RBM8A	7
RBM10	54
RBM11	3
RBM12	1
RBM12B	2
RBM14	4
RBM15	46
RBM15B	7
RBM17	4
RBM18	0
RBM19	1
RBM20	0
RBM22	0
RBM23	1
RBM24	7
RBM25	10
RBM26	0
RBM27	1
RBM28	1
RBM33	2
RBM34	0
RBM38	23
RBM39	11
RBM41	0
RBM42	0
RBM43	2
RBM44	0
RBM45	1
RBM46	1
RBM47	13
RBM48	0
RBMS1	6
RBMS2	2
RBMS3	20
RBMX	18
RBMX2	1
RBMXL1	3
RBMXL2	0
RBMXL3	1
RBMY1A1	0
RBMY1B	0
RBMY1C	0
RBMY1D	0
RBMY1E	0
RBMY1F	0
RBMY1J	0
RBP1	29
RBP2	42
RBP3	9
RBP4	44
RBP5	2
RBP7	5
RBPJ	50
RBPJL	3
RBPMS	15
RBPMS2	6
RBSN	0
RBX1	95
RC3H1	2
RC3H2	0
RCAN1	19
RCAN2	2
RCAN3	4
RCBTB1	3
RCBTB2	5
RCC1	36
RCC1L	0
RCC2	22
RCCD1	7
RCE1	14
RCHY1	3
RCL1	1
RCN1	20
RCN2	5
RCN3	3
RCOR1	11
RCOR2	3
RCOR3	3
RCSD1	0
RCVRN	1
RD3	1
RD3L	0
RDH5	7
RDH8	0
RDH10	8
RDH11	5
RDH12	4
RDH13	0
RDH14	0
RDH16	6
RDM1	11
RDX	21
REC8	14
REC114	0
RECK	226
RECQL	48
RECQL4	118
RECQL5	50
REELD1	0
REEP1	3
REEP2	1
REEP3	0
REEP4	0
REEP5	5
REEP6	1
REG1A	21
REG1B	7
REG3A	25
REG3G	11
REG4	49
REL	390
RELA	600
RELB	212
RELCH	1
RELL1	1
RELL2	2
RELN	27
RELT	5
REM1	0
REM2	0
REN	113
RENBP	0
REP15	1
REPIN1	4
REPS1	2
REPS2	11
RER1	3
RERE	10
RERG	26
RERGL	4
RESF1	0
RESP18	0
REST	600
RET	600
RETN	17
RETNLB	5
RETREG1	8
RETREG2	0
RETREG3	0
RETSAT	1
REV1	66
REV3L	32
REX1BD	0
REXO1	1
REXO2	4
REXO4	0
REXO5	0
RFC1	76
RFC2	14
RFC3	20
RFC4	38
RFC5	10
RFESD	0
RFFL	2
RFK	3
RFLNA	0
RFLNB	0
RFNG	1
RFPL1	1
RFPL2	0
RFPL3	5
RFPL4A	1
RFPL4AL1	0
RFPL4B	0
RFT1	2
RFTN1	2
RFTN2	0
RFWD3	8
RFX1	19
RFX2	5
RFX3	5
RFX4	3
RFX5	11
RFX6	12
RFX7	4
RFX8	0
RFXANK	1
RFXAP	7
RGCC	8
RGL1	5
RGL2	5
RGL3	3
RGL4	2
RGMA	16
RGMB	21
RGN	20
RGP1	1
RGPD1	1
RGPD2	0
RGPD3	0
RGPD4	0
RGPD5	1
RGPD6	2
RGPD8	0
RGR	9
RGS1	21
RGS2	40
RGS3	12
RGS4	32
RGS5	30
RGS6	16
RGS7	8
RGS7BP	0
RGS8	6
RGS9	3
RGS9BP	2
RGS10	15
RGS11	5
RGS12	7
RGS13	3
RGS14	2
RGS16	24
RGS17	25
RGS18	3
RGS19	14
RGS20	5
RGS21	0
RGS22	3
RGSL1	4
RHAG	3
RHBDD1	15
RHBDD2	9
RHBDD3	0
RHBDF1	7
RHBDF2	20
RHBDL1	0
RHBDL2	6
RHBDL3	0
RHBG	1
RHCE	2
RHCG	14
RHD	31
RHEB	137
RHEBL1	4
RHEX	1
RHNO1	3
RHO	600
RHOA	600
RHOB	220
RHOBTB1	9
RHOBTB2	24
RHOBTB3	6
RHOC	300
RHOD	25
RHOF	6
RHOG	28
RHOH	14
RHOJ	13
RHOQ	5
RHOT1	6
RHOT2	1
RHOU	21
RHOV	6
RHOXF1	5
RHOXF2	7
RHOXF2B	0
RHPN1	21
RHPN2	12
RIBC1	0
RIBC2	2
RIC1	0
RIC3	1
RIC8A	4
RIC8B	0
RICTOR	271
RIDA	8
RIF1	53
RIIAD1	1
RILP	7
RILPL1	0
RILPL2	1
RIMBP2	0
RIMBP3	0
RIMBP3B	0
RIMBP3C	0
RIMKLA	0
RIMKLB	1
RIMS1	3
RIMS2	6
RIMS3	0
RIMS4	1
RIN1	25
RIN2	1
RIN3	3
RING1	35
RINL	0
RINT1	13
RIOK1	14
RIOK2	8
RIOK3	7
RIOX1	1
RIOX2	4
RIPK1	188
RIPK2	31
RIPK3	135
RIPK4	14
RIPOR1	0
RIPOR2	2
RIPOR3	1
RIPPLY1	0
RIPPLY2	1
RIPPLY3	1
RIT1	17
RIT2	0
RITA1	0
RLBP1	2
RLF	19
RLIM	8
RLN1	8
RLN2	16
RLN3	2
RMC1	5
RMDN1	0
RMDN2	1
RMDN3	0
RMI1	25
RMI2	16
RMND1	3
RMND5A	6
RMND5B	1
RNASE1	8
RNASE2	8
RNASE3	2
RNASE4	2
RNASE6	1
RNASE7	4
RNASE8	0
RNASE9	0
RNASE10	1
RNASE11	0
RNASE12	0
RNASE13	0
RNASEH1	8
RNASEH2A	16
RNASEH2B	7
RNASEH2C	4
RNASEK	1
RNASEL	117
RNASET2	31
RND1	16
RND2	3
RND3	38
RNF2	34
RNF4	27
RNF5	7
RNF6	14
RNF7	11
RNF8	83
RNF10	1
RNF11	13
RNF13	8
RNF14	4
RNF17	2
RNF19A	2
RNF19B	1
RNF20	33
RNF24	2
RNF25	5
RNF26	4
RNF31	12
RNF32	0
RNF34	1
RNF38	6
RNF39	1
RNF40	24
RNF41	9
RNF43	159
RNF44	0
RNF103	0
RNF111	10
RNF112	0
RNF113A	4
RNF113B	0
RNF114	7
RNF115	12
RNF121	5
RNF122	1
RNF123	3
RNF125	3
RNF126	12
RNF128	7
RNF130	0
RNF133	0
RNF135	6
RNF138	7
RNF139	5
RNF141	1
RNF144A	14
RNF144B	5
RNF145	1
RNF146	21
RNF148	0
RNF149	2
RNF150	0
RNF151	1
RNF152	5
RNF157	1
RNF165	1
RNF166	0
RNF167	1
RNF168	63
RNF169	7
RNF170	0
RNF175	0
RNF180	16
RNF181	2
RNF182	1
RNF183	5
RNF185	1
RNF186	1
RNF187	4
RNF207	1
RNF208	2
RNF212	4
RNF212B	0
RNF213	16
RNF214	0
RNF215	1
RNF216	7
RNF217	1
RNF220	3
RNF222	0
RNF223	1
RNF224	0
RNF225	0
RNF227	0
RNFT1	2
RNFT2	1
RNGTT	3
RNH1	8
RNLS	8
RNMT	8
RNPC3	2
RNPEP	1
RNPEPL1	0
RNPS1	5
RO60	7
ROBO1	132
ROBO2	24
ROBO3	11
ROBO4	20
ROCK1	340
ROCK2	145
ROGDI	1
ROM1	2
ROMO1	28
ROPN1	5
ROPN1B	2
ROPN1L	3
ROR1	158
ROR2	121
RORA	54
RORB	11
RORC	34
ROS1	600
RP1	80
RP1L1	1
RP2	37
RP9	3
RPA1	56
RPA2	51
RPA3	22
RPA4	2
RPAIN	1
RPAP1	1
RPAP2	2
RPAP3	6
RPE	235
RPE65	7
RPEL1	0
RPF1	0
RPF2	0
RPGR	2
RPGRIP1	1
RPGRIP1L	5
RPH3A	0
RPH3AL	5
RPIA	13
RPL3	14
RPL3L	0
RPL4	11
RPL5	51
RPL6	16
RPL7	5
RPL7A	7
RPL7L1	0
RPL8	3
RPL9	5
RPL10	20
RPL10A	7
RPL10L	3
RPL11	63
RPL12	4
RPL13	7
RPL13A	19
RPL14	8
RPL15	15
RPL17	3
RPL18	2
RPL18A	0
RPL19	19
RPL21	4
RPL22	27
RPL22L1	11
RPL23	8
RPL23A	4
RPL24	5
RPL26	7
RPL26L1	1
RPL27	6
RPL27A	6
RPL28	7
RPL29	18
RPL30	7
RPL31	3
RPL32	13
RPL34	10
RPL35	2
RPL35A	7
RPL36	6
RPL36A	3
RPL36AL	1
RPL37	4
RPL37A	10
RPL38	8
RPL39	8
RPL39L	4
RPL41	8
RPLP0	37
RPLP1	7
RPLP2	13
RPN1	8
RPN2	30
RPP14	0
RPP21	0
RPP25	5
RPP25L	0
RPP30	8
RPP38	1
RPP40	2
RPRD1A	1
RPRD1B	10
RPRD2	1
RPRM	23
RPRML	3
RPS2	18
RPS3	25
RPS3A	5
RPS4X	6
RPS4Y1	1
RPS4Y2	1
RPS5	5
RPS6	120
RPS6KA1	13
RPS6KA2	20
RPS6KA3	16
RPS6KA4	5
RPS6KA5	9
RPS6KA6	11
RPS6KB1	80
RPS6KB2	19
RPS6KC1	4
RPS6KL1	3
RPS7	16
RPS8	5
RPS9	16
RPS10	9
RPS11	7
RPS12	15
RPS13	6
RPS14	16
RPS15	11
RPS15A	20
RPS16	5
RPS17	12
RPS18	8
RPS19	31
RPS19BP1	1
RPS20	21
RPS21	5
RPS23	12
RPS24	16
RPS25	6
RPS26	7
RPS27	17
RPS27A	15
RPS27L	8
RPS28	3
RPS29	8
RPSA	25
RPTN	2
RPTOR	28
RPUSD1	0
RPUSD2	1
RPUSD3	0
RPUSD4	0
RRAD	22
RRAGA	2
RRAGB	2
RRAGC	4
RRAGD	5
RRAS	18
RRAS2	16
RRBP1	13
RREB1	27
RRH	62
RRM1	386
RRM2	298
RRM2B	28
RRN3	8
RRP1	0
RRP1B	12
RRP7A	0
RRP8	1
RRP9	0
RRP12	4
RRP15	2
RRP36	0
RRS1	15
RS1	27
RSAD1	0
RSAD2	6
RSBN1	3
RSBN1L	0
RSC1A1	1
RSF1	17
RSKR	0
RSL1D1	3
RSL24D1	2
RSPH1	1
RSPH3	2
RSPH4A	0
RSPH6A	0
RSPH9	2
RSPH10B	0
RSPH10B2	1
RSPH14	0
RSPO1	30
RSPO2	49
RSPO3	44
RSPO4	8
RSPRY1	0
RSRC1	4
RSRC2	4
RSRP1	0
RSU1	10
RTBDN	0
RTCA	118
RTCB	4
RTEL1	47
RTF1	3
RTF2	1
RTKN	14
RTKN2	10
RTL1	7
RTL3	1
RTL4	1
RTL5	0
RTL6	0
RTL8A	0
RTL8B	0
RTL8C	0
RTL9	0
RTL10	0
RTN1	9
RTN2	1
RTN3	6
RTN4	15
RTN4IP1	3
RTN4R	3
RTN4RL1	0
RTN4RL2	0
RTP1	0
RTP2	0
RTP3	0
RTP4	3
RTP5	1
RTRAF	0
RTTN	0
RUBCN	3
RUBCNL	1
RUFY1	1
